[C++][time] log reset
[C++][time] create engine, model=/data3/ledi/models/DeepSeek-R1-Distill-Qwen-7B, max_seq=800
[C++][time] prefill token 0 forward_ms=23.4632
[C++][time] prefill token 1 forward_ms=22.8091
[C++][time] prefill token 2 forward_ms=22.8238
[C++][time] prefill token 3 forward_ms=22.8138
[C++][time] prefill token 4 forward_ms=22.823
[C++][time] prefill token 5 forward_ms=22.84
[C++][time] prefill token 6 forward_ms=22.8624
[C++][time] prefill token 7 forward_ms=22.8325
[C++][time] prefill token 8 forward_ms=22.8578
[C++][time] prefill token 9 forward_ms=22.872
[C++][time] prefill token 10 forward_ms=22.8857
[C++][time] prefill token 11 forward_ms=22.8767
[C++][time] prefill token 12 forward_ms=22.8847
[C++][time] prefill total_ms=298.068, tokens=13, tokens_per_s=43.6143
[C++][time] decode step_ms=23.2777, sample_ms=0.368571, forward_ms=22.9002, decode_tokens=1, decode_tokens_per_s=42.9596
[C++][time] decode step_ms=25.382, sample_ms=0.32785, forward_ms=25.0478, decode_tokens=412, decode_tokens_per_s=41.1662
[C++][time] decode step_ms=25.4205, sample_ms=0.323537, forward_ms=25.0907, decode_tokens=413, decode_tokens_per_s=41.1615
[C++][time] decode step_ms=25.4415, sample_ms=0.319797, forward_ms=25.1152, decode_tokens=414, decode_tokens_per_s=41.1569
[C++][time] decode step_ms=25.4044, sample_ms=0.319811, forward_ms=25.0784, decode_tokens=415, decode_tokens_per_s=41.1523
[C++][time] decode step_ms=25.4154, sample_ms=0.325422, forward_ms=25.0835, decode_tokens=416, decode_tokens_per_s=41.1478
[C++][time] decode step_ms=25.4485, sample_ms=0.327528, forward_ms=25.1147, decode_tokens=417, decode_tokens_per_s=41.1431
[C++][time] decode step_ms=25.4357, sample_ms=0.318977, forward_ms=25.1103, decode_tokens=418, decode_tokens_per_s=41.1386
[C++][time] decode step_ms=25.4275, sample_ms=0.31938, forward_ms=25.1019, decode_tokens=419, decode_tokens_per_s=41.134
[C++][time] decode step_ms=25.4647, sample_ms=0.324111, forward_ms=25.1341, decode_tokens=420, decode_tokens_per_s=41.1294
[C++][time] decode step_ms=25.4746, sample_ms=0.317763, forward_ms=25.1509, decode_tokens=421, decode_tokens_per_s=41.1247
[C++][time] decode step_ms=25.4942, sample_ms=0.318397, forward_ms=25.1695, decode_tokens=422, decode_tokens_per_s=41.12
[C++][time] decode step_ms=25.4861, sample_ms=0.319877, forward_ms=25.1603, decode_tokens=423, decode_tokens_per_s=41.1153
[C++][time] decode step_ms=25.4833, sample_ms=0.324073, forward_ms=25.1525, decode_tokens=424, decode_tokens_per_s=41.1107
[C++][time] decode step_ms=25.4934, sample_ms=0.321281, forward_ms=25.1657, decode_tokens=425, decode_tokens_per_s=41.1061
[C++][time] decode step_ms=25.5013, sample_ms=0.31984, forward_ms=25.1754, decode_tokens=426, decode_tokens_per_s=41.1014
[C++][time] decode step_ms=25.5031, sample_ms=0.318059, forward_ms=25.1788, decode_tokens=427, decode_tokens_per_s=41.0968
[C++][time] decode step_ms=25.4691, sample_ms=0.323733, forward_ms=25.1387, decode_tokens=428, decode_tokens_per_s=41.0923
[C++][time] decode step_ms=25.5079, sample_ms=0.320167, forward_ms=25.1815, decode_tokens=429, decode_tokens_per_s=41.0877
[C++][time] decode step_ms=25.5144, sample_ms=0.323597, forward_ms=25.1842, decode_tokens=430, decode_tokens_per_s=41.0831
[C++][time] decode step_ms=25.4919, sample_ms=0.320564, forward_ms=25.1652, decode_tokens=431, decode_tokens_per_s=41.0786
[C++][time] decode step_ms=25.5113, sample_ms=0.324868, forward_ms=25.1801, decode_tokens=432, decode_tokens_per_s=41.074
[C++][time] decode step_ms=25.5112, sample_ms=0.319898, forward_ms=25.1854, decode_tokens=433, decode_tokens_per_s=41.0695
[C++][time] decode step_ms=25.5075, sample_ms=0.32061, forward_ms=25.1811, decode_tokens=434, decode_tokens_per_s=41.065
[C++][time] decode step_ms=25.5245, sample_ms=0.31976, forward_ms=25.1986, decode_tokens=435, decode_tokens_per_s=41.0604
[C++][time] decode step_ms=25.4957, sample_ms=0.326032, forward_ms=25.1629, decode_tokens=436, decode_tokens_per_s=41.056
[C++][time] decode step_ms=25.5063, sample_ms=0.31892, forward_ms=25.1811, decode_tokens=437, decode_tokens_per_s=41.0516
[C++][time] decode step_ms=25.526, sample_ms=0.31888, forward_ms=25.201, decode_tokens=438, decode_tokens_per_s=41.0471
[C++][time] decode step_ms=25.5155, sample_ms=0.320522, forward_ms=25.1889, decode_tokens=439, decode_tokens_per_s=41.0426
[C++][time] decode step_ms=25.5129, sample_ms=0.322025, forward_ms=25.1837, decode_tokens=440, decode_tokens_per_s=41.0383
[C++][time] decode step_ms=25.5302, sample_ms=0.320719, forward_ms=25.2031, decode_tokens=441, decode_tokens_per_s=41.0338
[C++][time] decode step_ms=25.5746, sample_ms=0.322407, forward_ms=25.2458, decode_tokens=442, decode_tokens_per_s=41.0292
[C++][time] decode step_ms=25.5509, sample_ms=0.32307, forward_ms=25.2216, decode_tokens=443, decode_tokens_per_s=41.0247
[C++][time] decode step_ms=25.5497, sample_ms=0.321544, forward_ms=25.2215, decode_tokens=444, decode_tokens_per_s=41.0203
[C++][time] decode step_ms=25.5679, sample_ms=0.323532, forward_ms=25.2382, decode_tokens=445, decode_tokens_per_s=41.0158
[C++][time] decode step_ms=25.6002, sample_ms=0.320812, forward_ms=25.273, decode_tokens=446, decode_tokens_per_s=41.0112
[C++][time] decode step_ms=25.558, sample_ms=0.326671, forward_ms=25.2249, decode_tokens=447, decode_tokens_per_s=41.0068
[C++][time] decode step_ms=25.5734, sample_ms=0.318755, forward_ms=25.2488, decode_tokens=448, decode_tokens_per_s=41.0023
[C++][time] decode step_ms=25.6085, sample_ms=0.31913, forward_ms=25.2834, decode_tokens=449, decode_tokens_per_s=40.9978
[C++][time] decode step_ms=25.598, sample_ms=0.31925, forward_ms=25.2724, decode_tokens=450, decode_tokens_per_s=40.9933
[C++][time] decode step_ms=25.5835, sample_ms=0.325159, forward_ms=25.2519, decode_tokens=451, decode_tokens_per_s=40.9888
[C++][time] decode step_ms=25.6066, sample_ms=0.320961, forward_ms=25.2796, decode_tokens=452, decode_tokens_per_s=40.9843
[C++][time] decode step_ms=25.6176, sample_ms=0.318499, forward_ms=25.2929, decode_tokens=453, decode_tokens_per_s=40.9798
[C++][time] decode step_ms=25.646, sample_ms=0.320336, forward_ms=25.3192, decode_tokens=454, decode_tokens_per_s=40.9752
[C++][time] decode step_ms=25.6154, sample_ms=0.325007, forward_ms=25.2836, decode_tokens=455, decode_tokens_per_s=40.9707
[C++][time] decode step_ms=25.6301, sample_ms=0.318356, forward_ms=25.3058, decode_tokens=456, decode_tokens_per_s=40.9662
[C++][time] decode step_ms=25.6461, sample_ms=0.325197, forward_ms=25.3148, decode_tokens=457, decode_tokens_per_s=40.9617
[C++][time] decode step_ms=25.6604, sample_ms=0.321818, forward_ms=25.3323, decode_tokens=458, decode_tokens_per_s=40.9571
[C++][time] decode step_ms=25.6519, sample_ms=0.323374, forward_ms=25.3221, decode_tokens=459, decode_tokens_per_s=40.9526
[C++][time] decode step_ms=25.6458, sample_ms=0.319765, forward_ms=25.3196, decode_tokens=460, decode_tokens_per_s=40.9481
[C++][time] decode step_ms=25.6692, sample_ms=0.319947, forward_ms=25.3428, decode_tokens=461, decode_tokens_per_s=40.9436
[C++][time] decode step_ms=25.6824, sample_ms=0.323242, forward_ms=25.3528, decode_tokens=462, decode_tokens_per_s=40.939
[C++][time] decode step_ms=25.6403, sample_ms=0.327544, forward_ms=25.3064, decode_tokens=463, decode_tokens_per_s=40.9347
[C++][time] decode step_ms=25.6494, sample_ms=0.321218, forward_ms=25.3217, decode_tokens=464, decode_tokens_per_s=40.9302
[C++][time] decode step_ms=25.6705, sample_ms=0.326073, forward_ms=25.3384, decode_tokens=465, decode_tokens_per_s=40.9258
[C++][time] decode step_ms=25.6806, sample_ms=0.326038, forward_ms=25.3487, decode_tokens=466, decode_tokens_per_s=40.9213
[C++][time] decode step_ms=25.6748, sample_ms=0.323285, forward_ms=25.3451, decode_tokens=467, decode_tokens_per_s=40.9169
[C++][time] decode step_ms=25.6496, sample_ms=0.319948, forward_ms=25.3236, decode_tokens=468, decode_tokens_per_s=40.9125
[C++][time] decode step_ms=25.6764, sample_ms=0.321176, forward_ms=25.3491, decode_tokens=469, decode_tokens_per_s=40.9081
[C++][time] decode step_ms=25.6835, sample_ms=0.32708, forward_ms=25.3503, decode_tokens=470, decode_tokens_per_s=40.9037
[C++][time] decode step_ms=25.6841, sample_ms=0.324381, forward_ms=25.3532, decode_tokens=471, decode_tokens_per_s=40.8993
[C++][time] decode step_ms=25.6867, sample_ms=0.325663, forward_ms=25.3541, decode_tokens=472, decode_tokens_per_s=40.895
[C++][time] decode step_ms=25.703, sample_ms=0.324769, forward_ms=25.3722, decode_tokens=473, decode_tokens_per_s=40.8905
[C++][time] decode step_ms=25.7195, sample_ms=0.331191, forward_ms=25.3814, decode_tokens=474, decode_tokens_per_s=40.8861
[C++][time] decode step_ms=25.6987, sample_ms=0.320853, forward_ms=25.3713, decode_tokens=475, decode_tokens_per_s=40.8817
[C++][time] decode step_ms=25.6897, sample_ms=0.319249, forward_ms=25.3642, decode_tokens=476, decode_tokens_per_s=40.8774
[C++][time] decode step_ms=25.739, sample_ms=0.326853, forward_ms=25.4061, decode_tokens=477, decode_tokens_per_s=40.8729
[C++][time] decode step_ms=25.757, sample_ms=0.32452, forward_ms=25.4261, decode_tokens=478, decode_tokens_per_s=40.8684
[C++][time] decode step_ms=25.7438, sample_ms=0.318326, forward_ms=25.419, decode_tokens=479, decode_tokens_per_s=40.864
[C++][time] decode step_ms=25.7391, sample_ms=0.323401, forward_ms=25.4086, decode_tokens=480, decode_tokens_per_s=40.8596
[C++][time] decode step_ms=25.7462, sample_ms=0.319533, forward_ms=25.4206, decode_tokens=481, decode_tokens_per_s=40.8551
[C++][time] decode step_ms=25.7653, sample_ms=0.321542, forward_ms=25.4374, decode_tokens=482, decode_tokens_per_s=40.8507
[C++][time] decode step_ms=25.7585, sample_ms=0.320144, forward_ms=25.4323, decode_tokens=483, decode_tokens_per_s=40.8463
[C++][time] decode step_ms=25.7813, sample_ms=0.323756, forward_ms=25.4511, decode_tokens=484, decode_tokens_per_s=40.8418
[C++][time] decode step_ms=25.7963, sample_ms=0.327801, forward_ms=25.4624, decode_tokens=485, decode_tokens_per_s=40.8373
[C++][time] decode step_ms=25.8176, sample_ms=0.326449, forward_ms=25.4848, decode_tokens=486, decode_tokens_per_s=40.8327
[C++][time] decode step_ms=25.8095, sample_ms=0.319123, forward_ms=25.4841, decode_tokens=487, decode_tokens_per_s=40.8282
[C++][time] decode step_ms=25.7931, sample_ms=0.319335, forward_ms=25.4674, decode_tokens=488, decode_tokens_per_s=40.8238
[C++][time] decode step_ms=25.8124, sample_ms=0.318644, forward_ms=25.4878, decode_tokens=489, decode_tokens_per_s=40.8193
[C++][time] decode step_ms=25.8132, sample_ms=0.327454, forward_ms=25.4786, decode_tokens=490, decode_tokens_per_s=40.8148
[C++][time] decode step_ms=25.8222, sample_ms=0.324526, forward_ms=25.4916, decode_tokens=491, decode_tokens_per_s=40.8103
[C++][time] decode step_ms=25.8068, sample_ms=0.320733, forward_ms=25.4801, decode_tokens=492, decode_tokens_per_s=40.8059
[C++][time] decode step_ms=25.8357, sample_ms=0.319935, forward_ms=25.5098, decode_tokens=493, decode_tokens_per_s=40.8014
[C++][time] decode step_ms=25.8327, sample_ms=0.324615, forward_ms=25.5012, decode_tokens=494, decode_tokens_per_s=40.797
[C++][time] decode step_ms=25.8232, sample_ms=0.321355, forward_ms=25.4959, decode_tokens=495, decode_tokens_per_s=40.7925
[C++][time] decode step_ms=25.8373, sample_ms=0.318797, forward_ms=25.5123, decode_tokens=496, decode_tokens_per_s=40.7881
[C++][time] decode step_ms=25.8367, sample_ms=0.322817, forward_ms=25.5081, decode_tokens=497, decode_tokens_per_s=40.7837
[C++][time] decode step_ms=25.8507, sample_ms=0.328376, forward_ms=25.515, decode_tokens=498, decode_tokens_per_s=40.7792
[C++][time] decode step_ms=25.8345, sample_ms=0.320325, forward_ms=25.508, decode_tokens=499, decode_tokens_per_s=40.7749
[C++][time] decode step_ms=25.9173, sample_ms=0.320465, forward_ms=25.5907, decode_tokens=500, decode_tokens_per_s=40.7702
[C++][time] decode step_ms=25.9802, sample_ms=0.322743, forward_ms=25.6509, decode_tokens=501, decode_tokens_per_s=40.7654
[C++][time] decode step_ms=25.9832, sample_ms=0.31888, forward_ms=25.6582, decode_tokens=502, decode_tokens_per_s=40.7606
[C++][time] decode step_ms=25.9303, sample_ms=0.318388, forward_ms=25.6059, decode_tokens=503, decode_tokens_per_s=40.756
[C++][time] decode step_ms=25.9681, sample_ms=0.322584, forward_ms=25.6385, decode_tokens=504, decode_tokens_per_s=40.7513
[C++][time] decode step_ms=25.9715, sample_ms=0.329735, forward_ms=25.6353, decode_tokens=505, decode_tokens_per_s=40.7466
[C++][time] decode step_ms=25.9729, sample_ms=0.320419, forward_ms=25.646, decode_tokens=506, decode_tokens_per_s=40.7419
[C++][time] decode step_ms=25.9681, sample_ms=0.322056, forward_ms=25.6396, decode_tokens=507, decode_tokens_per_s=40.7372
[C++][time] decode step_ms=25.9644, sample_ms=0.320945, forward_ms=25.6374, decode_tokens=508, decode_tokens_per_s=40.7326
[C++][time] decode step_ms=26.0317, sample_ms=0.322806, forward_ms=25.7027, decode_tokens=509, decode_tokens_per_s=40.7278
[C++][time] decode step_ms=26.0378, sample_ms=0.322384, forward_ms=25.7089, decode_tokens=510, decode_tokens_per_s=40.7229
[C++][time] decode step_ms=26.0048, sample_ms=0.321759, forward_ms=25.6772, decode_tokens=511, decode_tokens_per_s=40.7182
[C++][time] decode step_ms=26.0347, sample_ms=0.319621, forward_ms=25.7092, decode_tokens=512, decode_tokens_per_s=40.7135
